Interpretation Error
Raw CatSpec Dict
ID;Category;Spec;Method;GroupType;Result;LastLastCatForSpec
C9;Estetyka Interfejsu użytkownika (UI);wt0945-adhoc-i-inf-8;adhoc;single;0.07142857;24
C9;Estetyka Interfejsu użytkownika (UI);wt0945-adhoc-i-inf-9;adhoc;single;0.4166667;24
C9;Estetyka Interfejsu użytkownika (UI);wt0945-senor-g-mix-11;senor;group;0.0625;14
C9;Estetyka Interfejsu użytkownika (UI);wt1650-adhoc-g-mix-13;adhoc;group;0.2307692;21
C9;Estetyka Interfejsu użytkownika (UI);wt1650-adhoc-i-inf-14;adhoc;single;0.2727273;23
C9;Estetyka Interfejsu użytkownika (UI);wt1650-senor-g-mix-15;senor;group;0;14
C9;Estetyka Interfejsu użytkownika (UI);wt1650-senor-i-mgt-16;senor;single;0.2222222;21
C10;Dostępność personalna;cz1510-adhoc-g-inf-19;adhoc;group;0.125;23
C10;Dostępność personalna;cz1510-adhoc-i-inf-22;adhoc;single;0.5714286;14
C10;Dostępność personalna;cz1510-adhoc-i-inf-24;adhoc;single;0.2666667;24
C10;Dostępność personalna;cz1510-senor-i-mgt-20;senor;single;0.2272727;17
C10;Dostępność personalna;cz1510-senor-i-mgt-21;senor;single;0.125;23
C10;Dostępność personalna;cz1650-adhoc-g-inf-31;adhoc;group;0.2;25
C10;Dostępność personalna;cz1650-adhoc-i-inf-30;adhoc;single;0.5;23
C10;Dostępność personalna;cz1650-adhoc-i-inf-32;adhoc;single;0;25
C10;Dostępność personalna;cz1650-senor-i-inf-27;senor;single;0.2972973;10
C10;Dostępność personalna;cz1650-senor-i-inf-28;senor;single;0.24;15
C10;Dostępność personalna;cz1650-senor-i-inf-29;senor;single;0.1666667;15
C10;Dostępność personalna;pn1650-adhoc-g-inf-1;adhoc;group;0.25;18
C10;Dostępność personalna;pn1650-senor-g-inf-2;senor;group;0.2272727;18
C10;Dostępność personalna;pn1650-senor-g-inf-3;senor;group;0.04;18
C10;Dostępność personalna;pt0800-adhoc-i-inf-38;adhoc;single;0.4545455;23
C10;Dostępność personalna;pt0800-adhoc-i-inf-39;adhoc;single;0.4285714;23
C10;Dostępność personalna;pt0800-adhoc-i-inf-47;adhoc;single;0.2857143;25
C10;Dostępność personalna;pt0800-senor-i-inf-37;senor;single;0.1176471;18
C10;Dostępność personalna;pt0800-senor-i-inf-44;senor;single;0.05;19
C10;Dostępność personalna;pt0930-adhoc-g-mix-40;adhoc;group;0.4;19
C10;Dostępność personalna;pt0930-senor-i-inf-43;senor;single;0.1724138;12
C10;Dostępność personalna;pt1130-adhoc-g-mix-45;adhoc;group;0.6;21
C10;Dostępność personalna;pt1130-adhoc-g-mix-46;adhoc;group;0.2666667;19
C10;Dostępność personalna;pt1130-senor-i-inf-41;senor;single;0.3043478;12
C10;Dostępność personalna;pt1330-adhoc-i-inf-35;adhoc;single;0.5;18
C10;Dostępność personalna;pt1330-senor-i-inf-34;senor;single;0.08695652;18
C10;Dostępność personalna;wt0800-senor-g-mix-4;senor;group;0.28;11
C10;Dostępność personalna;wt0800-senor-i-inf-5;senor;single;0.2222222;10
C10;Dostępność personalna;wt0800-senor-i-inf-6;senor;single;0.08;10
C10;Dostępność personalna;wt0800-senor-i-inf-7;senor;single;0.1538462;10
C10;Dostępność personalna;wt0945-adhoc-i-inf-10;adhoc;single;0.375;22
C10;Dostępność personalna;wt0945-adhoc-i-inf-101;adhoc;single;0.4444444;22
C10;Dostępność personalna;wt0945-adhoc-i-inf-8;adhoc;single;0.1333333;24
C10;Dostępność personalna;wt0945-adhoc-i-inf-9;adhoc;single;0.3571429;24
C10;Dostępność personalna;wt0945-senor-g-mix-11;senor;group;0.05555556;14
C10;Dostępność personalna;wt1650-adhoc-g-mix-13;adhoc;group;0.2857143;21
C10;Dostępność personalna;wt1650-adhoc-i-inf-14;adhoc;single;0.3333333;23
C10;Dostępność personalna;wt1650-senor-g-mix-15;senor;group;0;14
C10;Dostępność personalna;wt1650-senor-i-mgt-16;senor;single;0.2;21
C11;Analizowalność;cz1510-adhoc-g-inf-19;adhoc;group;0.1111111;23
C11;Analizowalność;cz1510-adhoc-i-inf-22;adhoc;single;0.5714286;14
C11;Analizowalność;cz1510-adhoc-i-inf-24;adhoc;single;0.2666667;24
C11;Analizowalność;cz1510-senor-i-mgt-20;senor;single;0.24;17
C11;Analizowalność;cz1510-senor-i-mgt-21;senor;single;0.125;23
C11;Analizowalność;cz1650-adhoc-g-inf-31;adhoc;group;0.1818182;25
C11;Analizowalność;cz1650-adhoc-i-inf-30;adhoc;single;0.4666667;23
C11;Analizowalność;cz1650-adhoc-i-inf-32;adhoc;single;0;25
C11;Analizowalność;cz1650-senor-i-inf-28;senor;single;0.2413793;15
C11;Analizowalność;cz1650-senor-i-inf-29;senor;single;0.1470588;15
C11;Analizowalność;pn1650-adhoc-g-inf-1;adhoc;group;0.2222222;18
C11;Analizowalność;pn1650-senor-g-inf-2;senor;group;0.2272727;18
C11;Analizowalność;pn1650-senor-g-inf-3;senor;group;0.04;18
C11;Analizowalność;pt0800-adhoc-i-inf-38;adhoc;single;0.4166667;23
C11;Analizowalność;pt0800-adhoc-i-inf-39;adhoc;single;0.375;23
C11;Analizowalność;pt0800-adhoc-i-inf-47;adhoc;single;0.25;25
C11;Analizowalność;pt0800-senor-i-inf-37;senor;single;0.1176471;18
C11;Analizowalność;pt0800-senor-i-inf-44;senor;single;0.05;19
C11;Analizowalność;pt0930-adhoc-g-mix-40;adhoc;group;0.3636364;19
C11;Analizowalność;pt0930-senor-i-inf-43;senor;single;0.1612903;12
C11;Analizowalność;pt1130-adhoc-g-mix-45;adhoc;group;0.6;21
C11;Analizowalność;pt1130-adhoc-g-mix-46;adhoc;group;0.2666667;19
C11;Analizowalność;pt1130-senor-i-inf-41;senor;single;0.2592593;12
C11;Analizowalność;pt1330-adhoc-i-inf-35;adhoc;single;0.5;18
C11;Analizowalność;pt1330-senor-i-inf-34;senor;single;0.08333334;18
C11;Analizowalność;wt0800-senor-g-mix-4;senor;group;0.2857143;11
C11;Analizowalność;wt0945-adhoc-i-inf-10;adhoc;single;0.3333333;22
C11;Analizowalność;wt0945-adhoc-i-inf-101;adhoc;single;0.3636364;22
C11;Analizowalność;wt0945-adhoc-i-inf-8;adhoc;single;0.2352941;24
C11;Analizowalność;wt0945-adhoc-i-inf-9;adhoc;single;0.3333333;24
C11;Analizowalność;wt0945-senor-g-mix-11;senor;group;0.0952381;14
C11;Analizowalność;wt1650-adhoc-g-mix-13;adhoc;group;0.2857143;21
C11;Analizowalność;wt1650-adhoc-i-inf-14;adhoc;single;0.3076923;23
C11;Analizowalność;wt1650-senor-g-mix-15;senor;group;0;14
C11;Analizowalność;wt1650-senor-i-mgt-16;senor;single;0.2;21
C12;Łatwość zmiany;cz1510-adhoc-g-inf-19;adhoc;group;0.1;23
C12;Łatwość zmiany;cz1510-adhoc-i-inf-22;adhoc;single;0.5714286;14
C12;Łatwość zmiany;cz1510-adhoc-i-inf-24;adhoc;single;0.25;24
C12;Łatwość zmiany;cz1510-senor-i-mgt-20;senor;single;0.2222222;17
C12;Łatwość zmiany;cz1510-senor-i-mgt-21;senor;single;0.1176471;23
C12;Łatwość zmiany;cz1650-adhoc-g-inf-31;adhoc;group;0.1666667;25
C12;Łatwość zmiany;cz1650-adhoc-i-inf-30;adhoc;single;0.4375;23
C12;Łatwość zmiany;cz1650-adhoc-i-inf-32;adhoc;single;0;25
C12;Łatwość zmiany;cz1650-senor-i-inf-28;senor;single;0.2258064;15
C12;Łatwość zmiany;cz1650-senor-i-inf-29;senor;single;0.1388889;15
C12;Łatwość zmiany;pn1650-adhoc-g-inf-1;adhoc;group;0.2;18
C12;Łatwość zmiany;pn1650-senor-g-inf-2;senor;group;0.2272727;18
C12;Łatwość zmiany;pn1650-senor-g-inf-3;senor;group;0.04;18
C12;Łatwość zmiany;pt0800-adhoc-i-inf-38;adhoc;single;0.3846154;23
C12;Łatwość zmiany;pt0800-adhoc-i-inf-39;adhoc;single;0.4444444;23
C12;Łatwość zmiany;pt0800-adhoc-i-inf-47;adhoc;single;0.25;25
C12;Łatwość zmiany;pt0800-senor-i-inf-37;senor;single;0.1111111;18
C12;Łatwość zmiany;pt0800-senor-i-inf-44;senor;single;0.05;19
C12;Łatwość zmiany;pt0930-adhoc-g-mix-40;adhoc;group;0.3333333;19
C12;Łatwość zmiany;pt0930-senor-i-inf-43;senor;single;0.1515152;12
C12;Łatwość zmiany;pt1130-adhoc-g-mix-45;adhoc;group;0.6;21
C12;Łatwość zmiany;pt1130-adhoc-g-mix-46;adhoc;group;0.2666667;19
C12;Łatwość zmiany;pt1130-senor-i-inf-41;senor;single;0.25;12
C12;Łatwość zmiany;pt1330-adhoc-i-inf-35;adhoc;single;0.5;18
C12;Łatwość zmiany;pt1330-senor-i-inf-34;senor;single;0.08333334;18
C12;Łatwość zmiany;wt0945-adhoc-i-inf-10;adhoc;single;0.4;22
C12;Łatwość zmiany;wt0945-adhoc-i-inf-101;adhoc;single;0.4166667;22
C12;Łatwość zmiany;wt0945-adhoc-i-inf-8;adhoc;single;0.2222222;24
C12;Łatwość zmiany;wt0945-adhoc-i-inf-9;adhoc;single;0.3529412;24
C12;Łatwość zmiany;wt0945-senor-g-mix-11;senor;group;0.09090909;14
C12;Łatwość zmiany;wt1650-adhoc-g-mix-13;adhoc;group;0.2666667;21
C12;Łatwość zmiany;wt1650-adhoc-i-inf-14;adhoc;single;0.3571429;23
C12;Łatwość zmiany;wt1650-senor-g-mix-15;senor;group;0;14
C12;Łatwość zmiany;wt1650-senor-i-mgt-16;senor;single;0.1818182;21
C13;Łatwość testowania;cz1510-adhoc-g-inf-19;adhoc;group;0.09090909;23
C13;Łatwość testowania;cz1510-adhoc-i-inf-22;adhoc;single;0.5714286;14
C13;Łatwość testowania;cz1510-adhoc-i-inf-24;adhoc;single;0.25;24
C13;Łatwość testowania;cz1510-senor-i-mgt-20;senor;single;0.2222222;17
C13;Łatwość testowania;cz1510-senor-i-mgt-21;senor;single;0.1176471;23
C13;Łatwość testowania;cz1650-adhoc-g-inf-31;adhoc;group;0.2;25
C13;Łatwość testowania;cz1650-adhoc-i-inf-30;adhoc;single;0.4705882;23
C13;Łatwość testowania;cz1650-adhoc-i-inf-32;adhoc;single;0.05882353;25
C13;Łatwość testowania;cz1650-senor-i-inf-28;senor;single;0.2424242;15
C13;Łatwość testowania;cz1650-senor-i-inf-29;senor;single;0.1351351;15
C13;Łatwość testowania;pn1650-adhoc-g-inf-1;adhoc;group;0.2;18
C13;Łatwość testowania;pn1650-senor-g-inf-2;senor;group;0.2272727;18
C13;Łatwość testowania;pn1650-senor-g-inf-3;senor;group;0.04;18
C13;Łatwość testowania;pt0800-adhoc-i-inf-38;adhoc;single;0.3571429;23
C13;Łatwość testowania;pt0800-adhoc-i-inf-39;adhoc;single;0.4;23
C13;Łatwość testowania;pt0800-adhoc-i-inf-47;adhoc;single;0.2222222;25
C13;Łatwość testowania;pt0800-senor-i-inf-37;senor;single;0.1111111;18
C13;Łatwość testowania;pt0800-senor-i-inf-44;senor;single;0.04761905;19
C13;Łatwość testowania;pt0930-adhoc-g-mix-40;adhoc;group;0.3076923;19
C13;Łatwość testowania;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C13;Łatwość testowania;pt1130-adhoc-g-mix-46;adhoc;group;0.2666667;19
C13;Łatwość testowania;pt1330-adhoc-i-inf-35;adhoc;single;0.5;18
C13;Łatwość testowania;pt1330-senor-i-inf-34;senor;single;0.08;18
C13;Łatwość testowania;wt0945-adhoc-i-inf-10;adhoc;single;0.4;22
C13;Łatwość testowania;wt0945-adhoc-i-inf-101;adhoc;single;0.4166667;22
C13;Łatwość testowania;wt0945-adhoc-i-inf-8;adhoc;single;0.2105263;24
C13;Łatwość testowania;wt0945-adhoc-i-inf-9;adhoc;single;0.3888889;24
C13;Łatwość testowania;wt0945-senor-g-mix-11;senor;group;0.08695652;14
C13;Łatwość testowania;wt1650-adhoc-g-mix-13;adhoc;group;0.3125;21
C13;Łatwość testowania;wt1650-adhoc-i-inf-14;adhoc;single;0.3529412;23
C13;Łatwość testowania;wt1650-senor-g-mix-15;senor;group;0;14
C13;Łatwość testowania;wt1650-senor-i-mgt-16;senor;single;0.1818182;21
C14;Poufność;cz1510-adhoc-g-inf-19;adhoc;group;0.09090909;23
C14;Poufność;cz1510-adhoc-i-inf-22;adhoc;single;0.5;14
C14;Poufność;cz1510-adhoc-i-inf-24;adhoc;single;0.25;24
C14;Poufność;cz1510-senor-i-mgt-20;senor;single;0.2142857;17
C14;Poufność;cz1510-senor-i-mgt-21;senor;single;0.1111111;23
C14;Poufność;cz1650-adhoc-g-inf-31;adhoc;group;0.1875;25
C14;Poufność;cz1650-adhoc-i-inf-30;adhoc;single;0.4444444;23
C14;Poufność;cz1650-adhoc-i-inf-32;adhoc;single;0.05;25
C14;Poufność;cz1650-senor-i-inf-28;senor;single;0.2285714;15
C14;Poufność;cz1650-senor-i-inf-29;senor;single;0.131579;15
C14;Poufność;pn1650-adhoc-g-inf-1;adhoc;group;0.2;18
C14;Poufność;pn1650-senor-g-inf-2;senor;group;0.2;18
C14;Poufność;pn1650-senor-g-inf-3;senor;group;0.07407407;18
C14;Poufność;pt0800-adhoc-i-inf-38;adhoc;single;0.3571429;23
C14;Poufność;pt0800-adhoc-i-inf-39;adhoc;single;0.4;23
C14;Poufność;pt0800-adhoc-i-inf-47;adhoc;single;0.1818182;25
C14;Poufność;pt0800-senor-i-inf-37;senor;single;0.1;18
C14;Poufność;pt0800-senor-i-inf-44;senor;single;0.04761905;19
C14;Poufność;pt0930-adhoc-g-mix-40;adhoc;group;0.2857143;19
C14;Poufność;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C14;Poufność;pt1130-adhoc-g-mix-46;adhoc;group;0.3125;19
C14;Poufność;pt1330-adhoc-i-inf-35;adhoc;single;0.5;18
C14;Poufność;pt1330-senor-i-inf-34;senor;single;0.08;18
C14;Poufność;wt0945-adhoc-i-inf-10;adhoc;single;0.4;22
C14;Poufność;wt0945-adhoc-i-inf-101;adhoc;single;0.4166667;22
C14;Poufność;wt0945-adhoc-i-inf-8;adhoc;single;0.2105263;24
C14;Poufność;wt0945-adhoc-i-inf-9;adhoc;single;0.3809524;24
C14;Poufność;wt0945-senor-g-mix-11;senor;group;0.1153846;14
C14;Poufność;wt1650-adhoc-g-mix-13;adhoc;group;0.3125;21
C14;Poufność;wt1650-adhoc-i-inf-14;adhoc;single;0.3333333;23
C14;Poufność;wt1650-senor-g-mix-15;senor;group;0;14
C14;Poufność;wt1650-senor-i-mgt-16;senor;single;0.1666667;21
C15;Integralność;cz1510-adhoc-g-inf-19;adhoc;group;0.07692308;23
C15;Integralność;cz1510-adhoc-i-inf-24;adhoc;single;0.2941177;24
C15;Integralność;cz1510-senor-i-mgt-20;senor;single;0.2413793;17
C15;Integralność;cz1510-senor-i-mgt-21;senor;single;0.1578947;23
C15;Integralność;cz1650-adhoc-g-inf-31;adhoc;group;0.1666667;25
C15;Integralność;cz1650-adhoc-i-inf-30;adhoc;single;0.45;23
C15;Integralność;cz1650-adhoc-i-inf-32;adhoc;single;0.05;25
C15;Integralność;cz1650-senor-i-inf-28;senor;single;0.2631579;15
C15;Integralność;cz1650-senor-i-inf-29;senor;single;0.15;15
C15;Integralność;pn1650-adhoc-g-inf-1;adhoc;group;0.1538462;18
C15;Integralność;pn1650-senor-g-inf-2;senor;group;0.2142857;18
C15;Integralność;pn1650-senor-g-inf-3;senor;group;0.07142857;18
C15;Integralność;pt0800-adhoc-i-inf-38;adhoc;single;0.3333333;23
C15;Integralność;pt0800-adhoc-i-inf-39;adhoc;single;0.4166667;23
C15;Integralność;pt0800-adhoc-i-inf-47;adhoc;single;0.1666667;25
C15;Integralność;pt0800-senor-i-inf-37;senor;single;0.1;18
C15;Integralność;pt0800-senor-i-inf-44;senor;single;0.04347826;19
C15;Integralność;pt0930-adhoc-g-mix-40;adhoc;group;0.3333333;19
C15;Integralność;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C15;Integralność;pt1130-adhoc-g-mix-46;adhoc;group;0.3529412;19
C15;Integralność;pt1330-adhoc-i-inf-35;adhoc;single;0.5714286;18
C15;Integralność;pt1330-senor-i-inf-34;senor;single;0.1111111;18
C15;Integralność;wt0945-adhoc-i-inf-10;adhoc;single;0.4545455;22
C15;Integralność;wt0945-adhoc-i-inf-101;adhoc;single;0.3846154;22
C15;Integralność;wt0945-adhoc-i-inf-8;adhoc;single;0.2380952;24
C15;Integralność;wt0945-adhoc-i-inf-9;adhoc;single;0.3636364;24
C15;Integralność;wt1650-adhoc-g-mix-13;adhoc;group;0.2631579;21
C15;Integralność;wt1650-adhoc-i-inf-14;adhoc;single;0.2592593;23
C15;Integralność;wt1650-senor-i-mgt-16;senor;single;0.1428571;21
C16;Niezaprzeczalność;cz1510-adhoc-g-inf-19;adhoc;group;0.1428571;23
C16;Niezaprzeczalność;cz1510-adhoc-i-inf-24;adhoc;single;0.2941177;24
C16;Niezaprzeczalność;cz1510-senor-i-mgt-20;senor;single;0.2413793;17
C16;Niezaprzeczalność;cz1510-senor-i-mgt-21;senor;single;0.15;23
C16;Niezaprzeczalność;cz1650-adhoc-g-inf-31;adhoc;group;0.2105263;25
C16;Niezaprzeczalność;cz1650-adhoc-i-inf-30;adhoc;single;0.5;23
C16;Niezaprzeczalność;cz1650-adhoc-i-inf-32;adhoc;single;0.04761905;25
C16;Niezaprzeczalność;pn1650-adhoc-g-inf-1;adhoc;group;0.2142857;18
C16;Niezaprzeczalność;pn1650-senor-g-inf-2;senor;group;0.2068966;18
C16;Niezaprzeczalność;pn1650-senor-g-inf-3;senor;group;0.06896552;18
C16;Niezaprzeczalność;pt0800-adhoc-i-inf-38;adhoc;single;0.2941177;23
C16;Niezaprzeczalność;pt0800-adhoc-i-inf-39;adhoc;single;0.4615385;23
C16;Niezaprzeczalność;pt0800-adhoc-i-inf-47;adhoc;single;0.2307692;25
C16;Niezaprzeczalność;pt0800-senor-i-inf-37;senor;single;0.0952381;18
C16;Niezaprzeczalność;pt0800-senor-i-inf-44;senor;single;0.04166667;19
C16;Niezaprzeczalność;pt0930-adhoc-g-mix-40;adhoc;group;0.3125;19
C16;Niezaprzeczalność;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C16;Niezaprzeczalność;pt1130-adhoc-g-mix-46;adhoc;group;0.3529412;19
C16;Niezaprzeczalność;pt1330-adhoc-i-inf-35;adhoc;single;0.5714286;18
C16;Niezaprzeczalność;pt1330-senor-i-inf-34;senor;single;0.1071429;18
C16;Niezaprzeczalność;wt0945-adhoc-i-inf-10;adhoc;single;0.5;22
C16;Niezaprzeczalność;wt0945-adhoc-i-inf-101;adhoc;single;0.4285714;22
C16;Niezaprzeczalność;wt0945-adhoc-i-inf-8;adhoc;single;0.2272727;24
C16;Niezaprzeczalność;wt0945-adhoc-i-inf-9;adhoc;single;0.3478261;24
C16;Niezaprzeczalność;wt1650-adhoc-g-mix-13;adhoc;group;0.25;21
C16;Niezaprzeczalność;wt1650-adhoc-i-inf-14;adhoc;single;0.2758621;23
C16;Niezaprzeczalność;wt1650-senor-i-mgt-16;senor;single;0.1333333;21
C17;Identyfikowalność;cz1510-adhoc-g-inf-19;adhoc;group;0.1333333;23
C17;Identyfikowalność;cz1510-adhoc-i-inf-24;adhoc;single;0.2941177;24
C17;Identyfikowalność;cz1510-senor-i-mgt-20;senor;single;0.2666667;17
C17;Identyfikowalność;cz1510-senor-i-mgt-21;senor;single;0.1428571;23
C17;Identyfikowalność;cz1650-adhoc-g-inf-31;adhoc;group;0.2;25
C17;Identyfikowalność;cz1650-adhoc-i-inf-30;adhoc;single;0.4782609;23
C17;Identyfikowalność;cz1650-adhoc-i-inf-32;adhoc;single;0.04545455;25
C17;Identyfikowalność;pn1650-adhoc-g-inf-1;adhoc;group;0.2666667;18
C17;Identyfikowalność;pn1650-senor-g-inf-2;senor;group;0.1935484;18
C17;Identyfikowalność;pn1650-senor-g-inf-3;senor;group;0.06666667;18
C17;Identyfikowalność;pt0800-adhoc-i-inf-38;adhoc;single;0.2941177;23
C17;Identyfikowalność;pt0800-adhoc-i-inf-39;adhoc;single;0.4285714;23
C17;Identyfikowalność;pt0800-adhoc-i-inf-47;adhoc;single;0.2307692;25
C17;Identyfikowalność;pt0800-senor-i-inf-37;senor;single;0.1363636;18
C17;Identyfikowalność;pt0800-senor-i-inf-44;senor;single;0.04166667;19
C17;Identyfikowalność;pt0930-adhoc-g-mix-40;adhoc;group;0.2941177;19
C17;Identyfikowalność;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C17;Identyfikowalność;pt1130-adhoc-g-mix-46;adhoc;group;0.3333333;19
C17;Identyfikowalność;pt1330-adhoc-i-inf-35;adhoc;single;0.5714286;18
C17;Identyfikowalność;pt1330-senor-i-inf-34;senor;single;0.1034483;18
C17;Identyfikowalność;wt0945-adhoc-i-inf-10;adhoc;single;0.5384616;22
C17;Identyfikowalność;wt0945-adhoc-i-inf-101;adhoc;single;0.4666667;22
C17;Identyfikowalność;wt0945-adhoc-i-inf-8;adhoc;single;0.2272727;24
C17;Identyfikowalność;wt0945-adhoc-i-inf-9;adhoc;single;0.3478261;24
C17;Identyfikowalność;wt1650-adhoc-g-mix-13;adhoc;group;0.2272727;21
C17;Identyfikowalność;wt1650-adhoc-i-inf-14;adhoc;single;0.2903226;23
C17;Identyfikowalność;wt1650-senor-i-mgt-16;senor;single;0.125;21
C18;Autentyczność;cz1510-adhoc-g-inf-19;adhoc;group;0.1176471;23
C18;Autentyczność;cz1510-adhoc-i-inf-24;adhoc;single;0.2941177;24
C18;Autentyczność;cz1510-senor-i-mgt-21;senor;single;0.1363636;23
C18;Autentyczność;cz1650-adhoc-g-inf-31;adhoc;group;0.1818182;25
C18;Autentyczność;cz1650-adhoc-i-inf-30;adhoc;single;0.4615385;23
C18;Autentyczność;cz1650-adhoc-i-inf-32;adhoc;single;0.04;25
C18;Autentyczność;pn1650-adhoc-g-inf-1;adhoc;group;0.25;18
C18;Autentyczność;pn1650-senor-g-inf-2;senor;group;0.2058824;18
C18;Autentyczność;pn1650-senor-g-inf-3;senor;group;0.06060606;18
C18;Autentyczność;pt0800-adhoc-i-inf-38;adhoc;single;0.2631579;23
C18;Autentyczność;pt0800-adhoc-i-inf-39;adhoc;single;0.375;23
C18;Autentyczność;pt0800-adhoc-i-inf-47;adhoc;single;0.2142857;25
C18;Autentyczność;pt0800-senor-i-inf-37;senor;single;0.12;18
C18;Autentyczność;pt0800-senor-i-inf-44;senor;single;0.03571429;19
C18;Autentyczność;pt0930-adhoc-g-mix-40;adhoc;group;0.2777778;19
C18;Autentyczność;pt1130-adhoc-g-mix-45;adhoc;group;0.5454546;21
C18;Autentyczność;pt1130-adhoc-g-mix-46;adhoc;group;0.3333333;19
C18;Autentyczność;pt1330-adhoc-i-inf-35;adhoc;single;0.5;18
C18;Autentyczność;pt1330-senor-i-inf-34;senor;single;0.09375;18
C18;Autentyczność;wt0945-adhoc-i-inf-10;adhoc;single;0.4375;22
C18;Autentyczność;wt0945-adhoc-i-inf-101;adhoc;single;0.368421;22
C18;Autentyczność;wt0945-adhoc-i-inf-8;adhoc;single;0.2307692;24
C18;Autentyczność;wt0945-adhoc-i-inf-9;adhoc;single;0.3333333;24
C18;Autentyczność;wt1650-adhoc-g-mix-13;adhoc;group;0.2173913;21
C18;Autentyczność;wt1650-adhoc-i-inf-14;adhoc;single;0.3125;23
C18;Autentyczność;wt1650-senor-i-mgt-16;senor;single;0.1176471;21
C19;Charakterystyka czasowa;cz1510-adhoc-g-inf-19;adhoc;group;0.1111111;23
C19;Charakterystyka czasowa;cz1510-adhoc-i-inf-24;adhoc;single;0.2777778;24
C19;Charakterystyka czasowa;cz1510-senor-i-mgt-21;senor;single;0.173913;23
C19;Charakterystyka czasowa;cz1650-adhoc-g-inf-31;adhoc;group;0.2;25
C19;Charakterystyka czasowa;cz1650-adhoc-i-inf-30;adhoc;single;0.4137931;23
C19;Charakterystyka czasowa;cz1650-adhoc-i-inf-32;adhoc;single;0.03571429;25
C19;Charakterystyka czasowa;pt0800-adhoc-i-inf-38;adhoc;single;0.2857143;23
C19;Charakterystyka czasowa;pt0800-adhoc-i-inf-39;adhoc;single;0.4117647;23
C19;Charakterystyka czasowa;pt0800-adhoc-i-inf-47;adhoc;single;0.2;25
C19;Charakterystyka czasowa;pt0800-senor-i-inf-44;senor;single;0.03333334;19
C19;Charakterystyka czasowa;pt0930-adhoc-g-mix-40;adhoc;group;0.25;19
C19;Charakterystyka czasowa;pt1130-adhoc-g-mix-45;adhoc;group;0.5;21
C19;Charakterystyka czasowa;pt1130-adhoc-g-mix-46;adhoc;group;0.3333333;19
C19;Charakterystyka czasowa;wt0945-adhoc-i-inf-10;adhoc;single;0.4117647;22
C19;Charakterystyka czasowa;wt0945-adhoc-i-inf-101;adhoc;single;0.35;22
C19;Charakterystyka czasowa;wt0945-adhoc-i-inf-8;adhoc;single;0.2413793;24
C19;Charakterystyka czasowa;wt0945-adhoc-i-inf-9;adhoc;single;0.2962963;24
C19;Charakterystyka czasowa;wt1650-adhoc-g-mix-13;adhoc;group;0.2;21
C19;Charakterystyka czasowa;wt1650-adhoc-i-inf-14;adhoc;single;0.2857143;23
C19;Charakterystyka czasowa;wt1650-senor-i-mgt-16;senor;single;0.1666667;21
C20;Zużycie zasobów;cz1510-adhoc-g-inf-19;adhoc;group;0.1111111;23
C20;Zużycie zasobów;cz1510-adhoc-i-inf-24;adhoc;single;0.3157895;24
C20;Zużycie zasobów;cz1510-senor-i-mgt-21;senor;single;0.1666667;23
C20;Zużycie zasobów;cz1650-adhoc-g-inf-31;adhoc;group;0.2;25
C20;Zużycie zasobów;cz1650-adhoc-i-inf-30;adhoc;single;0.40625;23
C20;Zużycie zasobów;cz1650-adhoc-i-inf-32;adhoc;single;0.03571429;25
C20;Zużycie zasobów;pt0800-adhoc-i-inf-38;adhoc;single;0.2727273;23
C20;Zużycie zasobów;pt0800-adhoc-i-inf-39;adhoc;single;0.35;23
C20;Zużycie zasobów;pt0800-adhoc-i-inf-47;adhoc;single;0.2;25
C20;Zużycie zasobów;pt1130-adhoc-g-mix-45;adhoc;group;0.5;21
C20;Zużycie zasobów;wt0945-adhoc-i-inf-10;adhoc;single;0.3888889;22
C20;Zużycie zasobów;wt0945-adhoc-i-inf-101;adhoc;single;0.3333333;22
C20;Zużycie zasobów;wt0945-adhoc-i-inf-8;adhoc;single;0.2413793;24
C20;Zużycie zasobów;wt0945-adhoc-i-inf-9;adhoc;single;0.2857143;24
C20;Zużycie zasobów;wt1650-adhoc-g-mix-13;adhoc;group;0.2307692;21
C20;Zużycie zasobów;wt1650-adhoc-i-inf-14;adhoc;single;0.3243243;23
C20;Zużycie zasobów;wt1650-senor-i-mgt-16;senor;single;0.1578947;21
C21;Interoperacyjność;cz1510-adhoc-g-inf-19;adhoc;group;0.1052632;23
C21;Interoperacyjność;cz1510-adhoc-i-inf-24;adhoc;single;0.3157895;24
C21;Interoperacyjność;cz1510-senor-i-mgt-21;senor;single;0.1666667;23
C21;Interoperacyjność;cz1650-adhoc-g-inf-31;adhoc;group;0.1923077;25
C21;Interoperacyjność;cz1650-adhoc-i-inf-30;adhoc;single;0.3823529;23
C21;Interoperacyjność;cz1650-adhoc-i-inf-32;adhoc;single;0.03571429;25
C21;Interoperacyjność;pt0800-adhoc-i-inf-38;adhoc;single;0.2608696;23
C21;Interoperacyjność;pt0800-adhoc-i-inf-39;adhoc;single;0.3809524;23
C21;Interoperacyjność;pt0800-adhoc-i-inf-47;adhoc;single;0.2;25
